ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
protopanoan-godowndescend-1-1,protopanoan-godowndescend-1,*b̄u,26,false,expert,,,false,expert
prototakana-godowndescend-1-1,prototakana-godowndescend-1,*bu-,26,false,expert,,,false,expert
prototakana-godowndescend-2-1,prototakana-godowndescend-2,*bute-,26,false,expert,,,false,expert
prototakana-godowndescend-3-1,prototakana-godowndescend-3,*-bu,26,false,expert,,,false,expert
protopanotakana-ant-1-1,protopanotakana-ant-1,**buna,27,false,expert,,,false,expert
protopanoan-ant-1-1,protopanoan-ant-1,*b̄ona,27,false,expert,,,false,expert
protopanoan-ant-2-1,protopanoan-ant-2,*b̄o̹pa,27,false,expert,,,false,expert
prototakana-ant-1-1,prototakana-ant-1,*buna,27,false,expert,,,false,expert
protopanotakana-fingernailortoenail-1-1,protopanotakana-fingernailortoenail-1,**-cizi,28,false,expert,,,false,expert
protopanoan-fingernailortoenail-1-1,protopanoan-fingernailortoenail-1,*mɨ̹-cisi,28,false,expert,,,false,expert
protopanoan-fingernailortoenail-2-1,protopanoan-fingernailortoenail-2,*o̹-cisi,28,false,expert,,,false,expert
prototakana-fingernailortoenail-1-1,prototakana-fingernailortoenail-1,*-tiji,28,false,expert,,,false,expert
protopanotakana-wet-1-1,protopanotakana-wet-1,**ča-,29,false,expert,,,false,expert
protopanoan-wet-1-1,protopanoan-wet-1,*ča-,29,false,expert,,,false,expert
prototakana-wet-1-1,prototakana-wet-1,*ca2-,29,false,expert,,,false,expert
protopanotakana-fire-1-1,protopanotakana-fire-1,**čii,30,false,expert,,,false,expert
protopanotakana-fire-2-1,protopanotakana-fire-2,**čizɨ,30,false,expert,,,false,expert
protopanoan-fire-1-1,protopanoan-fire-1,*čiʔi,30,false,expert,,,false,expert
protopanoan-fire-2-1,protopanoan-fire-2,*čiʔimapo,30,false,expert,,,false,expert
protopanoan-fire-3-1,protopanoan-fire-3,*istɨ,30,false,expert,,,false,expert
prototakana-fire-1-1,prototakana-fire-1,*ti-,30,false,expert,,,false,expert
prototakana-fire-2-1,prototakana-fire-2,*tije,30,false,expert,,,false,expert
prototakana-fire-3-1,prototakana-fire-3,*timu,30,false,expert,,,false,expert
protopanotakana-largeend-1-1,protopanotakana-largeend-1,**či-,31,false,expert,,,false,expert
protopanotakana-largeend-2-1,protopanotakana-largeend-2,**čiPu-n,31,false,expert,,,false,expert
protopanoan-largeend-1-1,protopanoan-largeend-1,*čipo̹,31,false,expert,,,false,expert
protopanoan-largeend-2-1,protopanoan-largeend-2,*či-bi-,31,false,expert,,,false,expert
prototakana-largeend-1-1,prototakana-largeend-1,*ti-,31,false,expert,,,false,expert
prototakana-largeend-2-1,prototakana-largeend-2,*tibu,31,false,expert,,,false,expert
protopanotakana-goacross-1-1,protopanotakana-goacross-1,**čia-n-,32,false,expert,,,false,expert
protopanoan-goacross-1-1,protopanoan-goacross-1,*čia-,32,false,expert,,,false,expert
prototakana-goacross-1-1,prototakana-goacross-1,*ti-a-,32,false,expert,,,false,expert
protopanotakana-dance-1-1,protopanotakana-dance-1,**čiri-n-,33,false,expert,,,false,expert
prototakana-dance-1-1,prototakana-dance-1,*tiři-,33,false,expert,,,false,expert
protopanotakana-swallow-1-1,protopanotakana-swallow-1,**čuNu,34,false,expert,,,false,expert
prototakana-swallow-1-1,prototakana-swallow-1,*čuru,34,false,expert,,,false,expert
protopanotakana-copulate-1-1,protopanotakana-copulate-1,**čuta,35,false,expert,,,false,expert
protopanoan-copulate-1-1,protopanoan-copulate-1,*čuta,35,false,expert,,,false,expert
prototakana-copulate-1-1,prototakana-copulate-1,*čuta-,35,false,expert,,,false,expert
protopanoan-suck-1-1,protopanoan-suck-1,*cu-,36,false,expert,,,false,expert
protopanoan-suck-2-1,protopanoan-suck-2,*čo-,36,false,expert,,,false,expert
protopanotakana-knee-1-1,protopanotakana-knee-1,**da-n-,37,false,expert,,,false,expert
protopanoan-knee-1-1,protopanoan-knee-1,*ra̹,37,false,expert,,,false,expert
prototakana-knee-1-1,prototakana-knee-1,*da2-,37,false,expert,,,false,expert
protopanotakana-monkey-1-1,protopanotakana-monkey-1,**did...,38,false,expert,,,false,expert
protopanoan-monkey-1-1,protopanoan-monkey-1,*rir{o/i},38,false,expert,,,false,expert
prototakana-monkey-1-1,prototakana-monkey-1,*di...,38,false,expert,,,false,expert
protopanotakana-flute-1-1,protopanotakana-flute-1,**dɨwɨ,39,false,expert,,,false,expert
protopanoan-flute-1-1,protopanoan-flute-1,*rɨwɨ,39,false,expert,,,false,expert
prototakana-flute-1-1,prototakana-flute-1,*dewe,39,false,expert,,,false,expert
protopanotakana-pound-1-1,protopanotakana-pound-1,**du1-,40,false,expert,,,false,expert
prototakana-pound-1-1,prototakana-pound-1,*dudu-,40,false,expert,,,false,expert
protopanotakana-snake-1-1,protopanotakana-snake-1,**du2-,41,false,expert,,,false,expert
protopanoan-snake-1-1,protopanoan-snake-1,*rono,41,false,expert,,,false,expert
prototakana-snake-1-1,prototakana-snake-1,*du3-,41,false,expert,,,false,expert
protopanotakana-monkey-2-1,protopanotakana-monkey-2,**duʔu,42,false,expert,,,false,expert
protopanoan-monkey-2-1,protopanoan-monkey-2,*roʔo,42,false,expert,,,false,expert
prototakana-monkey-2-1,prototakana-monkey-2,*duʔu,42,false,expert,,,false,expert
prototakana-monkey-3-1,prototakana-monkey-3,*duka-duka,42,false,expert,,,false,expert
protopanotakana-imperativesuffix-1-1,protopanotakana-imperativesuffix-1,**-gʷɨ,43,false,expert,,,false,expert
protopanoan-imperativesuffix-1-1,protopanoan-imperativesuffix-1,*-wɨ,43,false,expert,,,false,expert
prototakana-imperativesuffix-1-1,prototakana-imperativesuffix-1,*-kʷe,43,false,expert,,,false,expert
protopanotakana-pronominalpossessivesuffix-1-1,protopanotakana-pronominalpossessivesuffix-1,**-gʷɨ-n,44,false,expert,,,false,expert
prototakana-pronominalpossessivesuffix-1-1,prototakana-pronominalpossessivesuffix-1,*-kʷe,44,false,expert,,,false,expert
protopanotakana-heorsheorit-1-1,protopanotakana-heorsheorit-1,**ha-,45,false,expert,,,false,expert
protopanoan-heorsheorit-1-1,protopanoan-heorsheorit-1,*aa,45,false,expert,,,false,expert
protopanoan-heorsheorit-2-1,protopanoan-heorsheorit-2,*ati…,45,false,expert,,,false,expert
protopanoan-heorsheorit-3-1,protopanoan-heorsheorit-3,*ato,45,false,expert,,,false,expert
protopanoan-heorsheorit-4-1,protopanoan-heorsheorit-4,*awɨ̹,45,false,expert,,,false,expert
prototakana-heorsheorit-1-1,prototakana-heorsheorit-1,*a-,45,false,expert,,,false,expert
