ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Dataset
yaminawa-chair-1,,yaminawa,chair,c̷ao-ti,c̷ao-ti,ts a o + t i,None,,1927,,,,1038 860,ts a - o + t i,,blumpanotacana
yaminawa-roof-1,,yaminawa,roof,pɨṣ̌ɨ ma-opo-mɨ-ti,pɨṣ̌ɨ ma-opo-mɨ-ti,p ɨ ʂ ɨ + m a + o p o + m ɨ + t i,None,,1928,,,,1856 834 1862 1863 860,p ɨ ʂ ɨ + m a + o p o + m ɨ + t i,,blumpanotacana
yaminawa-field-1,,yaminawa,field,tarɨ,tarɨ,t a r ɨ,None,,1929,,,,1864,t a r ɨ,,blumpanotacana
yaminawa-dig-1,,yaminawa,dig,põki-kĩ,põki-kĩ,p !õ/o + k i + k !ĩ/i,None,,1930,,,,167 881 1303,p !õ/o + k i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-seed-1,,yaminawa,seed,ɨṣ̌ɨ,ɨṣ̌ɨ,ɨ ʂ ɨ,None,,1265,,,,1304,( - ) ɨ ʂ ɨ,,blumpanotacana oliveiraprotopanoan
yaminawa-grass-1,,yaminawa,grass,βasi,βasi,β a s i,None,,914,,,,961,β a s i ( - ),,blumpanotacana
yaminawa-plantsomething-1,,yaminawa,plantsomething,βana-kĩ,βana-kĩ,β a n a + k !ĩ/i,None,,1931,,,,4803 1303,β a n a ( - - - - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-root-1,,yaminawa,root,tapo,tapo,t a + p o,None,,917,,,,866 964,t a - - + p o - ( - ),,blumpanotacana
yaminawa-leaf-1,,yaminawa,leaf,pɨi,pɨi,p ɨ + i,None,,918,,,,857 965,p ɨ + - i,,blumpanotacana
yaminawa-flower-1,,yaminawa,flower,čaro,čaro,tʃ a r o,None,,1932,,,,1865,tʃ a r o,,blumpanotacana
yaminawa-tobacco-1,,yaminawa,tobacco,romɨ,romɨ,r o m ɨ,None,,920,,,,967,r o m ɨ,,blumpanotacana
yaminawa-bark-1,,yaminawa,bark,iβi βiči,iβi βiči,i β i + β i tʃ i,None,,1933,,,,12 826,- i β i ( - - ) + β i tʃ i,,blumpanotacana
yaminawa-sweetpotatoyam-1,,yaminawa,sweetpotatoyam,kari,kari,k a r i,None,,921,,,,968,k a r i ( - - ),,blumpanotacana
yaminawa-cassava-1,,yaminawa,cassava,yoa,yoa,j o a,None,,1554,,,,1276,j o - a,,blumpanotacana
yaminawa-pumpkin-1,,yaminawa,pumpkin,βãra,βãra,β !ã/a r a,None,,923,,,,970,β !ã/a r a -,,blumpanotacana
yaminawa-bend-1,,yaminawa,bend,kako-kĩ,kako-kĩ,k a k o + k !ĩ/i,None,,1934,,,,1866 1303,k a k o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-bend-2,,yaminawa,bend,kãti-kĩ,kãti-kĩ,k !ã/a t i + k !ĩ/i,None,,1935,,,,1570 1303,k !ã/a t i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-tie-1,,yaminawa,tie,nɨṣ̌a-kĩ,nɨṣ̌a-kĩ,n ɨ ʂ a + k !ĩ/i,None,,1936,,,,5146 1303,n ɨ ʂ a ( - - - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-untie-1,,yaminawa,untie,pɨka-kĩ,pɨka-kĩ,p ɨ k a + k !ĩ/i,None,,1937,,,,1308 1303,p ɨ k a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-rope-1,,yaminawa,rope,niši,niši,n i ʃ i,None,,927,,,,974,n i ʃ i,,blumpanotacana
yaminawa-cut-1,,yaminawa,cut,ṣ̌atɨ-kĩ,ṣ̌atɨ-kĩ,ʂ a t ɨ + k !ĩ/i,None,,1938,,,,1311 1303,ʂ a t ɨ ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-axe-1,,yaminawa,axe,yami,yami,j a m i,None,,1589,,,,1575,j a m i,,blumpanotacana oliveiraprotopanoan
yaminawa-breakdestroyorgetdestroyed-1,,yaminawa,breakdestroyorgetdestroyed,tɨkɨ-kĩ,tɨkɨ-kĩ,t ɨ k ɨ + k !ĩ/i,None,,1939,,,,5426 1303,t ɨ - k ɨ - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-breakdestroyorgetdestroyed-2,,yaminawa,breakdestroyorgetdestroyed,moši-kĩ,moši-kĩ,m o ʃ i + k !ĩ/i,None,,1940,,,,1867 1303,m o ʃ i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-breakdestroyorgetdestroyed-3,,yaminawa,breakdestroyorgetdestroyed,posi-kĩ,posi-kĩ,p o s i + k !ĩ/i,None,,1941,,,,1868 1303,p o s i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-split-1,,yaminawa,split,toṣ̌a-kĩ,toṣ̌a-kĩ,t o ʂ a + k !ĩ/i,None,,1942,,,,1869 1303,t o ʂ a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-split-2,,yaminawa,split,kaškɨ-kĩ,kaškɨ-kĩ,k a !ʃ/ʂ k ɨ + k !ĩ/i,None,,1943,,,,1577 1303,k a !ʃ/ʂ k ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-tearshred-1,,yaminawa,tearshred,βaṣ̌tɨ-kĩ,βaṣ̌tɨ-kĩ,β a ʂ t ɨ + k !ĩ/i,None,,1944,,,,1870 1303,β a ʂ t ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-rub-1,,yaminawa,rub,rɨyo rɨyo akĩ,rɨyo rɨyo akĩ,r ɨ j o + r ɨ j o + a k !ĩ/i,None,,1945,,,,1871 1872 1303,r ɨ j o + r ɨ j o + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-rub-2,,yaminawa,rub,tɨrɨ akĩ,tɨrɨ akĩ,t ɨ r ɨ + a k !ĩ/i,None,,1946,,,,930 1303,t ɨ r ɨ + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-stretch-1,,yaminawa,stretch,čai βɨc̷ɨ-kĩ,čai βɨc̷ɨ-kĩ,tʃ a i + β ɨ ts ɨ + k !ĩ/i,None,,1947,,,,1873 1874 1303,tʃ a i + β ɨ ts ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-pull-1,,yaminawa,pull,nini-kĩ,nini-kĩ,n i n i + k !ĩ/i,None,,1948,,,,6279 1303,n i n i ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-spreadout-1,,yaminawa,spreadout,kaka βa-kĩ,kaka βa-kĩ,k a k a + β a + k !ĩ/i,None,,1949,,,,1875 1876 1303,k a k a + β a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-press-1,,yaminawa,press,šoi aki,šoi aki,ʃ o i + a k i,None,,1950,,,,1877 1303,ʃ o i + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-squeeze-1,,yaminawa,squeeze,rɨyo-kĩ,rɨyo-kĩ,r ɨ j o + k !ĩ/i,None,,1951,,,,1871 1303,r ɨ j o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-squeeze-2,,yaminawa,squeeze,c̷inĩ-kĩ,c̷inĩ-kĩ,ts i n i ∼ + k !ĩ/i,None,,1952,,,,983 1303,ts i n i ∼ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-wash-1,,yaminawa,wash,čoka-kĩ,čoka-kĩ,tʃ o k a + k !ĩ/i,None,,1953,,,,986 1303,tʃ o k a ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-wash-2,,yaminawa,wash,pãc̷a-kĩ,pãc̷a-kĩ,p !ã/a ts a + k !ĩ/i,None,,1954,,,,1585 1303,p !ã/a ts a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-basket-1,,yaminawa,basket,βɨ̃ta,βɨ̃ta,β !ɨ̃/ɨ t a,None,,1955,,,,1878,β !ɨ̃/ɨ t a,,blumpanotacana
yaminawa-basket-2,,yaminawa,basket,šiβa-ti,šiβa-ti,ʃ i β a + t i,None,,1956,,,,1879 860,ʃ i β a + t i,,blumpanotacana
yaminawa-basket-3,,yaminawa,basket,ɨpɨ-a-ti,ɨpɨ-a-ti,ɨ p ɨ + a + t i,None,,1957,,,,1880 1881 860,ɨ p ɨ + a + t i,,blumpanotacana
yaminawa-fanaction-1,,yaminawa,fanaction,pɨɨ pɨɨ akĩ,pɨɨ pɨɨ akĩ,p ɨ ɨ + p ɨ ɨ + a k !ĩ/i,None,,1958,,,,308 1882 1303,p ɨ ɨ ( - ) + p ɨ ɨ ( - ) + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-fanaction-2,,yaminawa,fanaction,pɨkka pɨkka akĩ,pɨkka pɨkka akĩ,p ɨ k k a + p ɨ k k a + a k !ĩ/i,None,,1959,,,,1883 1884 1303,p ɨ k k a + p ɨ k k a + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-move-1,,yaminawa,move,βia kɨkɨ βoa-kĩ,βia kɨkɨ βoa-kĩ,β i a + k ɨ k ɨ + β o a + k !ĩ/i,None,,1960,,,,990 1885 1886 1303,β i a + k ɨ k ɨ + β o a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-move-2,,yaminawa,move,raβɨ raβɨ akĩ,raβɨ raβɨ akĩ,r a β ɨ + r a β ɨ + a k !ĩ/i,None,,1961,,,,1887 1888 1303,r a β ɨ + r a β ɨ + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-turnaround-1,,yaminawa,turnaround,βɨso-kĩ,βɨso-kĩ,β ɨ + s o + k !ĩ/i,None,,1962,,,,1019 1889 1303,β ɨ - - + s o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-turnaround-2,,yaminawa,turnaround,βɨso-akɨ-kaβa-kĩ,βɨso-akɨ-kaβa-kĩ,β ɨ + s o + a k ɨ + k a β a + k !ĩ/i,None,,1963,,,,1019 1889 1890 1891 1303,β ɨ - - + s o + a k ɨ + k a β a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-roll-1,,yaminawa,roll,tara-kĩ,tara-kĩ,t a r a + k !ĩ/i,None,,1964,,,,1892 1303,t a r a - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-lift-1,,yaminawa,lift,c̷omanĩ βoa-kĩ,c̷omanĩ βoa-kĩ,ts o m a n !ĩ/i + β o a + k !ĩ/i,None,,1965,,,,1893 1886 1303,ts o m a n !ĩ/i + β o a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-lift-2,,yaminawa,lift,βini-kĩ,βini-kĩ,β i n i + k !ĩ/i,None,,1966,,,,1894 1303,β i n i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-fall-1,,yaminawa,fall,pakɨ-kĩ,pakɨ-kĩ,p a k ɨ + k !ĩ/i,None,,1967,,,,996 1303,( - ) p a k ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-throw-1,,yaminawa,throw,c̷aka-kĩ,c̷aka-kĩ,ts a k a + k !ĩ/i,None,,1968,,,,1895 1303,ts a k a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-shake-1,,yaminawa,shake,taa taa aki,taa taa aki,t a a + t a a + a k i,None,,1969,,,,1896 1897 1303,t a a + t a a + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-shake-2,,yaminawa,shake,takɨ takɨš aki,takɨ takɨš aki,t a k ɨ + t a k ɨ ʃ + a k i,None,,1970,,,,1898 1899 1303,t a k ɨ + t a k ɨ + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-float-1,,yaminawa,float,nono-kĩ,nono-kĩ,n o n o + k !ĩ/i,None,,1971,,,,1327 1303,n o n o ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-swim-1,,yaminawa,swim,topiti aki,topiti aki,t o p i + t i + a k i,None,,1972,,,,1900 767 1303,t o ( - ) p i + t i + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-flymovethroughair-1,,yaminawa,flymovethroughair,yoya-kĩ,yoya-kĩ,j o j a + k !ĩ/i,None,,1973,,,,999 1303,j o j a - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-blowofwind-1,,yaminawa,blowofwind,ṣ̌õa-kĩ,ṣ̌õa-kĩ,ʂ !õ/o a + k !ĩ/i,None,,1974,,,,1329 1303,ʂ !õ/o - a ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-crawlorcreep-1,,yaminawa,crawlorcreep,mɨṣ̌o-kĩ,mɨṣ̌o-kĩ,m ɨ ʂ o + k !ĩ/i,None,,1975,,,,1003 1303,m ɨ ʂ o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-slip-1,,yaminawa,slip,mãyo raiš iki,mãyo raiš iki,m !ã/a j o + r a i ʃ + i k i,None,,1976,,,,1901 1596 1902,m !ã/a j o + r a i ʃ ( - ) + i k i,,blumpanotacana
yaminawa-jump-1,,yaminawa,jump,ičotiri iki,ičotiri iki,i tʃ o t i r i + i k i,None,,1977,,,,1903 1904,( i tʃ o ) t i r i - + i k i,,blumpanotacana
yaminawa-dance-1,,yaminawa,dance,mono-kĩ,mono-kĩ,m o n o + k !ĩ/i,None,,1978,,,,1334 1303,m o n o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-walk-1,,yaminawa,walk,tãɨ ka-kĩ,tãɨ ka-kĩ,t !ã/a ɨ + k a + k !ĩ/i,None,,1979,,,,1905 1008 1303,t !ã/a ɨ + ( - ) k a ( - - - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-run-1,,yaminawa,run,ičo-kĩ,ičo-kĩ,i tʃ o + k !ĩ/i,None,,1980,,,,1906 1303,i tʃ o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-go-1,,yaminawa,go,ka-kĩ,ka-kĩ,k a + k !ĩ/i,None,,1873,,,,1008 1303,( - ) k a ( - - - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-goupascend-1,,yaminawa,goupascend,mãpɨ-kĩ,mãpɨ-kĩ,m !ã/a p ɨ + k !ĩ/i,None,,1981,,,,1907 1303,m !ã/a p ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-godowndescend-1,,yaminawa,godowndescend,βoto-kĩ,βoto-kĩ,β o + t o + k !ĩ/i,None,,1982,,,,1012 1908 1303,( - ) β o ( - - ) + t o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-goout-1,,yaminawa,goout,kãi-kĩ,kãi-kĩ,k !ã/a i + k !ĩ/i,None,,1983,,,,1909 1303,k !ã/a i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-come-1,,yaminawa,come,o-kĩ,o-kĩ,o + k !ĩ/i,None,,1984,,,,1014 1303,o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-comeback-1,,yaminawa,comeback,ka-tan-i,ka-tan-i,k a + t a n + i,None,,1985,,,,1008 1910 1241,( - ) k a ( - - - ) + t a n + i,,blumpanotacana
yaminawa-leave-1,,yaminawa,leave,ka-kĩ,ka-kĩ,k a + k !ĩ/i,None,,1873,,,,1008 1303,( - ) k a ( - - - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-flee-1,,yaminawa,flee,ičo-kĩ,ičo-kĩ,i tʃ o + k !ĩ/i,None,,1986,,,,1911 1303,i tʃ o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-follow-1,,yaminawa,follow,čiβa-kĩ,čiβa-kĩ,tʃ i β a + k !ĩ/i,None,,1987,,,,1608 1303,tʃ i β a - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-arrive-1,,yaminawa,arrive,noko-kĩ,noko-kĩ,n o k o + k !ĩ/i,None,,1988,,,,1351 1303,n o k o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-enter-1,,yaminawa,enter,iki-kĩ,iki-kĩ,i k i + k !ĩ/i,None,,1989,,,,1353 1303,- i k i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-carry-1,,yaminawa,carry,βo-kĩ,βo-kĩ,β o + k !ĩ/i,None,,1990,,,,1012 1303,( - ) β o ( - - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-carry-2,,yaminawa,carry,iyo-kĩ,iyo-kĩ,i j o + k !ĩ/i,None,,1991,,,,1912 1303,i j o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-bring-1,,yaminawa,bring,βɨ-kĩ,βɨ-kĩ,β ɨ + k !ĩ/i,None,,1992,,,,1019 1303,β ɨ - - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-send-1,,yaminawa,send,βo-ma-kĩ,βo-ma-kĩ,β o + m a + k !ĩ/i,None,,1993,,,,1913 912 1303,β o + m a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-send-2,,yaminawa,send,βɨ-ma-kĩ,βɨ-ma-kĩ,β ɨ + m a + k !ĩ/i,None,,1994,,,,1019 912 1303,β ɨ - - + m a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-push-1,,yaminawa,push,pɨṣ̌o-kĩ,pɨṣ̌o-kĩ,p ɨ ʂ o + k !ĩ/i,None,,1995,,,,1914 1303,p ɨ ʂ o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-push-2,,yaminawa,push,pic̷iki-kĩ,pic̷iki-kĩ,p i ts i + k i + k !ĩ/i,None,,1996,,,,1915 881 1303,p i ts i + k i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-path-1,,yaminawa,path,βai,βai,β a i,None,,975,,,,750,β a - i,,blumpanotacana
yaminawa-bridge-1,,yaminawa,bridge,tapo,tapo,t a p o,None,,1997,,,,1360,t a p o ( - ),,blumpanotacana
yaminawa-canoe-1,,yaminawa,canoe,kanõa,kanõa,k a n !õ/o a,None,,1998,,,,1916,k a n !õ/o - a,,blumpanotacana
yaminawa-seize-1,,yaminawa,seize,ači-kĩ,ači-kĩ,a tʃ i + k !ĩ/i,None,,1999,,,,1361 1303,a tʃ i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-thing-1,,yaminawa,thing,aβa-ra,aβa-ra,a β a + r a,None,,2000,,,,1917 1918,a β a + r a,,blumpanotacana
yaminawa-lookfor-1,,yaminawa,lookfor,βɨ-na-kĩ,βɨ-na-kĩ,β ɨ + n a + k !ĩ/i,None,,2002,,,,141 1618 1303,β ɨ + n a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-buy-1,,yaminawa,buy,βi-kĩ,βi-kĩ,β i + k !ĩ/i,None,,2003,,,,1355 1303,β i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-sell-1,,yaminawa,sell,inã-kĩ,inã-kĩ,i n a ∼ + k !ĩ/i,None,,2001,,,,1029 1303,- i n a ∼ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-sell-2,,yaminawa,sell,mini-kĩ,mini-kĩ,m i n i + k !ĩ/i,None,,2004,,,,1617 1303,m i n i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-behind-1,,yaminawa,behind,kačiori,kačiori,k a + tʃ i o + r i,None,,2005,,,,838 1919 1920,k a + tʃ i - o + r i,,blumpanotacana
yaminawa-behind-2,,yaminawa,behind,čiβiri,čiβiri,tʃ i + β i r i,None,,2006,,,,1363 1921,tʃ i + β i r i,,blumpanotacana
yaminawa-inside-1,,yaminawa,inside,okɨ-mɨ̃ra,okɨ-mɨ̃ra,o k ɨ + m !ɨ̃/ɨ r a,None,,2007,,,,1397 1621,o k ɨ + ( - ) m !ɨ̃/ɨ r a -,,blumpanotacana
yaminawa-outside-1,,yaminawa,outside,ɨmãiti,ɨmãiti,ɨ m !ã/a + i t i,None,,2008,,,,1032 1624,ɨ m !ã/a + i t i,,blumpanotacana
yaminawa-beloworunder-1,,yaminawa,beloworunder,nãmã,nãmã,n !ã/a m a ∼,None,,985,,,,1035,n !ã/a m a ∼,,blumpanotacana
yaminawa-up-1,,yaminawa,up,βo-mã-kia,βo-mã-kia,β o + m !ã/a + k i a,None,,2009,,,,1626 1922 1923,β o + m !ã/a + k i a,,blumpanotacana
yaminawa-up-2,,yaminawa,up,a mãnã-ori,a mãnã-ori,a + m !ã/a n a ∼ + o r i,None,,2010,,,,1924 1036 1368,a + m !ã/a n a ∼ + - o r i,,blumpanotacana
yaminawa-put-1,,yaminawa,put,βa-kĩ,βa-kĩ,β a + k !ĩ/i,None,,2011,,,,1925 1303,β a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-sit-1,,yaminawa,sit,c̷ao-kĩ,c̷ao-kĩ,ts a o + k !ĩ/i,None,,2012,,,,1038 1303,ts a - o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-liedown-1,,yaminawa,liedown,raka-kĩ,raka-kĩ,r a k a + k !ĩ/i,None,,2013,,,,1039 1303,r a k a ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-stand-1,,yaminawa,stand,taɨ ni-kĩ,taɨ ni-kĩ,t a ɨ + n i + k !ĩ/i,None,,2014,,,,1926 1006 1303,t a ɨ + n i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-gather-1,,yaminawa,gather,topi-kĩ,topi-kĩ,t o p i + k !ĩ/i,None,,2015,,,,1373 1303,t o p i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-pileup-1,,yaminawa,pileup,mãči iki,mãči iki,m !ã/a tʃ i + i k i,None,,2016,,,,1369 1927,m !ã/a tʃ i + i k i,,blumpanotacana
yaminawa-join-1,,yaminawa,join,iča-βa-kĩ,iča-βa-kĩ,i tʃ a + β a + k !ĩ/i,None,,2017,,,,1069 1928 1303,- i tʃ a + β a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-separate-1,,yaminawa,separate,paṣ̌ka-kĩ,paṣ̌ka-kĩ,p a ʂ k a + k !ĩ/i,None,,2018,,,,1376 1303,p a ʂ k a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-open-1,,yaminawa,open,βɨpɨ-kĩ,βɨpɨ-kĩ,β ɨ + p ɨ + k !ĩ/i,None,,2019,,,,141 1929 1303,β ɨ + p ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-shut-1,,yaminawa,shut,βɨpo-kĩ,βɨpo-kĩ,β ɨ p o + k !ĩ/i,None,,2020,,,,1930 1303,β ɨ p o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-cover-1,,yaminawa,cover,βɨpo-kĩ,βɨpo-kĩ,β ɨ p o + k !ĩ/i,None,,2020,,,,1930 1303,β ɨ p o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-hideconceal-1,,yaminawa,hideconceal,onɨ-kĩ,onɨ-kĩ,o n ɨ + k !ĩ/i,None,,2021,,,,1045 1303,- o n ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-side-1,,yaminawa,side,takai,takai,t a k a i,None,,2022,,,,1931,t a k a i,,blumpanotacana
yaminawa-centerormiddle-1,,yaminawa,centerormiddle,naki,naki,n a k i,None,,1328,,,,1365,n a k i,,blumpanotacana
yaminawa-centerormiddle-2,,yaminawa,centerormiddle,nɨ̃ṣ̌pakia,nɨ̃ṣ̌pakia,n !ɨ̃/ɨ ʂ p a + k i a,None,,2023,,,,1932 1933,n !ɨ̃/ɨ ʂ p a + k i a,,blumpanotacana
yaminawa-right-1,,yaminawa,right,kayakai ãori,kayakai ãori,k a j a + k a i + !ã/a o r i,None,,2024,,,,1643 1934 1935,k a j a + k a i + !ã/a o r i,,blumpanotacana
yaminawa-left-1,,yaminawa,left,mĩškiori,mĩškiori,m !ĩ/i + ʃ k i o + r i,None,,2025,,,,1936 1937 1381,m !ĩ/i + ʃ k i o + r i,,blumpanotacana
yaminawa-near-1,,yaminawa,near,čai-mašta,čai-mašta,tʃ a i + m a ʃ t a,None,,2026,,,,1938 1939,tʃ a i + m a ʃ t a,,blumpanotacana
yaminawa-far-1,,yaminawa,far,čai,čai,tʃ a i,None,,2027,,,,1938,tʃ a i,,blumpanotacana
yaminawa-grow-1,,yaminawa,grow,yosi-kĩ,yosi-kĩ,j o s i + k !ĩ/i,None,,2028,,,,1386 1303,j o s i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-big-1,,yaminawa,big,ɨβapa,ɨβapa,ɨ β a + p a,None,,2029,,,,1940 1941,ɨ β a + p a,,blumpanotacana
yaminawa-small-1,,yaminawa,small,pišta,pišta,p i ʃ + t a,None,,2031,,,,1390 1943,p i ʃ + t a,,blumpanotacana
yaminawa-long-1,,yaminawa,long,čainipa,čainipa,tʃ a i + n i p a,None,,2032,,,,1052 1944,tʃ a i + n i p a,,blumpanotacana
yaminawa-short-1,,yaminawa,short,tiṣ̌o-pišta,tiṣ̌o-pišta,t i ʂ o + p i ʃ t a,None,,2033,,,,1945 1180,t i ʂ o + p i ʃ t a,,blumpanotacana
yaminawa-wide-1,,yaminawa,wide,aṣ̌βa,aṣ̌βa,a ʂ β a,None,,1838,,,,1785,a ʂ β a,,blumpanotacana
yaminawa-wide-2,,yaminawa,wide,pɨta,pɨta,p ɨ t a,None,,2034,,,,1318,p ɨ t a,,blumpanotacana
yaminawa-narrow-1,,yaminawa,narrow,ãc̷õ,ãc̷õ,!ã/a ts !õ/o,None,,2035,,,,1946,!ã/a ts !õ/o,,blumpanotacana
yaminawa-thick-1,,yaminawa,thick,nami,nami,n a m i,None,,108,,,,117,n a m i,,blumpanotacana
yaminawa-deep-1,,yaminawa,deep,noa,noa,n o a,None,,2036,,,,1947,n o a,,blumpanotacana oliveiraprotopanoan
yaminawa-deep-2,,yaminawa,deep,čaikõi okɨ-mɨ̃ra,čaikõi okɨ-mɨ̃ra,tʃ a i k !õ/o i + o k ɨ + m !ɨ̃/ɨ r a,None,,2037,,,,1948 1397 1949,tʃ a i k !õ/o i + o k ɨ + m !ɨ̃/ɨ r a,,blumpanotacana
yaminawa-flat-1,,yaminawa,flat,sapa,sapa,s a p a,None,,1013,,,,1061,s a p a ( - ),,blumpanotacana
yaminawa-straight-1,,yaminawa,straight,mɨ̃stɨkõi,mɨ̃stɨkõi,m !ɨ̃/ɨ s t ɨ + k !õ/o i,None,,2038,,,,1950 1951,m !ɨ̃/ɨ s t ɨ + k !õ/o i,,blumpanotacana
yaminawa-crooked-1,,yaminawa,crooked,yõšto,yõšto,j !õ/o ʃ t o,None,,2039,,,,1952,j !õ/o ʃ t o,,blumpanotacana
yaminawa-hole-1,,yaminawa,hole,ṣ̌oi,ṣ̌oi,ʂ o i,None,,2040,,,,1953,ʂ o i,,blumpanotacana
yaminawa-hole-2,,yaminawa,hole,c̷ɨβɨ,c̷ɨβɨ,ts ɨ β ɨ,None,,2041,,,,1954,ts ɨ β ɨ,,blumpanotacana
yaminawa-one-1,,yaminawa,one,βisti,βisti,β i s t i,None,,1695,,,,1399,β i s t i,,blumpanotacana
yaminawa-three-1,,yaminawa,three,tiris,tiris,t i r i s,None,,2042,,,,1955,t i r i s,,blumpanotacana
yaminawa-all-1,,yaminawa,all,kɨyo-kõi,kɨyo-kõi,k ɨ j o + k !õ/o i,None,,2043,,,,1081 1956,k ɨ j o + k !õ/o i,,blumpanotacana
yaminawa-many-1,,yaminawa,many,ičapa,ičapa,i tʃ a + p a,None,,2044,,,,1069 1403,- i tʃ a + p a,,blumpanotacana oliveiraprotopanoan
yaminawa-many-2,,yaminawa,many,kaya-kõi,kaya-kõi,k a j a + k !õ/o i,None,,2045,,,,1957 1956,k a j a + k !õ/o i,,blumpanotacana
yaminawa-few-1,,yaminawa,few,pišta,pišta,p i ʃ t a,None,,2046,,,,1180,p i ʃ t a,,blumpanotacana
yaminawa-few-2,,yaminawa,few,ičapa-ma,ičapa-ma,i tʃ a + p a + m a,None,,2047,,,,1069 1403 912,- i tʃ a + p a + m a,,blumpanotacana
