ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Dataset
poyanawa-tongue-1,,poyanawa,tongue,ãda,ãda,a ∼ d a,None,,5197,,,,4784,- a ∼.d a,,oliveiraprotopanoan valenzuelazariquieypanotakana
amawaka-tongue-2,,amawaka,tongue,ˈhana,ˈhana,h a n a,None,,5197,,,,144,h a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
kaxinawa-tongue-1,,kaxinawa,tongue,hana,hana,h a n a,None,,5197,,,,144,h a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
marinawa-tongue-1,,marinawa,tongue,ana,ana,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
yawanawa-tongue-1,,yawanawa,tongue,anna,anna,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
korubo-tongue-1,,korubo,tongue,ana,ana,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
matis-tongue-1,,matis,tongue,ana,ana,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
protopanoan-vomit-1,,protopanoan,vomit,ha[n]a[n]-,ha[n]a[n]-,h a rⁿ a rⁿ,None,,5198,,,,4785,h a rⁿ a rⁿ,,oliveiraprotopanoan
kashibo-vomit-3,,kashibo,vomit,aná-,aná-,a n !á/a,None,,5198,,,,4785,- a n !á/a -,,oliveiraprotopanoan
kapanawa-vomit-3,,kapanawa,vomit,hanán-,hanán-,h a n !á/a n,también kinán-,,5198,,,,4785,h a n !á/a n,,oliveiraprotopanoan
marubo-vomit-1,,marubo,vomit,ána_orã_anõma,ána_orã_anõma,!á/a n a + o r !ã/a + a n !õ/o m a,None,,5199,,,,4786,- !á/a n a - ( + o r !ã/a + a n !õ/o m a ),,oliveiraprotopanoan
sharanawa-vomit-2,,sharanawa,vomit,anain,anain,a n !ai/a n,None,,5198,,,,4785,- a n !ai/a n,,oliveiraprotopanoan
chaninawa-vomit-1,,chaninawa,vomit,anain,anain,a n !ai/a n,None,,5198,,,,4785,- a n !ai/a n,,oliveiraprotopanoan
amawaka-vomit-2,,amawaka,vomit,hanã-,hanã-,h a n a ∼,None,,5198,,,,4785,h a n a ∼,,oliveiraprotopanoan
kaxinawa-vomit-1,,kaxinawa,vomit,hanã-,hanã-,h a n a ∼,None,,5198,,,,4785,h a n a ∼,,oliveiraprotopanoan
marinawa-vomit-1,,marinawa,vomit,ánã-,ánã-,!á/a n a ∼,None,,5198,,,,4785,- !á/a n a ∼,,oliveiraprotopanoan
yawanawa-vomit-1,,yawanawa,vomit,anan,anan,a n a n,None,,5198,,,,4785,- a n a n,,oliveiraprotopanoan
protopanoan-name-1,,protopanoan,name,harɨ,harɨ,h a r ɨ,None,,5200,,,,4787,h a r ɨ ( - ),,oliveiraprotopanoan
marubo-name-1,,marubo,name,anɨ,anɨ,a n ɨ,None,,5200,,,,4787,- a n ɨ ( - ),,oliveiraprotopanoan
kasharari-name-3,,kasharari,name,ɦaˈlɨ,ɦaˈlɨ,ɦ a l ɨ,None,,5200,,,,4787,ɦ a l ɨ ( - ),,oliveiraprotopanoan
chaninawa-name-1,,chaninawa,name,adɨ,adɨ,a d ɨ,None,,5200,,,,4787,- a d ɨ ( - ),,oliveiraprotopanoan
sharanawa-name-2,,sharanawa,name,anɨn,anɨn,a n ɨ n,None,,5200,,,,4787,- a n ɨ ( n ),,oliveiraprotopanoan
chaninawa-name-2,,chaninawa,name,anɨ,anɨ,a n ɨ,None,,5200,,,,4787,- a n ɨ ( - ),,oliveiraprotopanoan
poyanawa-name-1,,poyanawa,name,ãdɨ,ãdɨ,a ∼ d ɨ,None,,5200,,,,4787,- a ∼.d ɨ ( - ),,oliveiraprotopanoan
amawaka-name-2,,amawaka,name,ˈhanɨ,ˈhanɨ,h a n ɨ,None,,5200,,,,4787,h a n ɨ ( - ),,oliveiraprotopanoan
marinawa-name-1,,marinawa,name,anɨ,anɨ,a n ɨ,None,,5200,,,,4787,- a n ɨ ( - ),,oliveiraprotopanoan
yawanawa-name-1,,yawanawa,name,anɨ,anɨ,a n ɨ,None,,5200,,,,4787,- a n ɨ ( - ),,oliveiraprotopanoan
korubo-name-1,,korubo,name,anɨ,anɨ,a n ɨ,None,,5200,,,,4787,- a n ɨ ( - ),,oliveiraprotopanoan
matis-name-1,,matis,name,anɨ,anɨ,a n ɨ,None,,5200,,,,4787,- a n ɨ ( - ),,oliveiraprotopanoan
protopanoan-curassow-1,,protopanoan,curassow,hãsi[n],hãsi[n],h a ∼ s i rⁿ,None,,5201,,,,4788,h a ∼ s i rⁿ ( - - - ),,oliveiraprotopanoan
kashibo-curassow-1,,kashibo,curassow,asĩ_o_ãsĩ,asĩ_o_ãsĩ,a s i ∼,None,,5201,,,,4788,- a - s i ∼ ( - - - ),,oliveiraprotopanoan
shipibokonibo-curassow-1,,shipibokonibo,curassow,hasĩ,hasĩ,h a s i ∼,None,,5201,,,,4788,h a - s i ∼ ( - - - ),,oliveiraprotopanoan
kapanawa-curassow-1,,kapanawa,curassow,hasín,hasín,h a s !í/i n,None,,5201,,,,4788,h a - s !í/i n ( - - - ),,oliveiraprotopanoan
marubo-curassow-1,,marubo,curassow,ãsĩ̊,ãsĩ̊,a ∼ s i ∼,None,,5201,,,,4788,- a ∼ s i ∼ ( - - - ),,oliveiraprotopanoan
chakobo-curassow-1,,chakobo,curassow,hasíni,hasíni,h a s !í/i n i,None,,5201,,,,4788,h a - s !í/i n ( i - - ),,oliveiraprotopanoan
chakobo-curassow-2,,chakobo,curassow,haˈsini,haˈsini,h a s i n i,None,,5201,,,,4788,h a - s i n ( i - - ),,oliveiraprotopanoan
chakobo-curassow-3,,chakobo,curassow,haˈsi,haˈsi,h a s i,None,,5201,,,,4788,h a - s i - ( - - - ),,oliveiraprotopanoan
yaminawa-curassow-1,,yaminawa,curassow,ãsi,ãsi,a ∼ s i,None,,5201,,,,4788,- a ∼ s i - ( - - - ),,oliveiraprotopanoan
sharanawa-curassow-1,,sharanawa,curassow,asin,asin,a s i n,None,,5201,,,,4788,- a - s i n ( - - - ),,oliveiraprotopanoan
sharanawa-curassow-2,,sharanawa,curassow,asipan,asipan,a s i p a n,None,,5201,,,,4788,- a - s i - ( p a n ),,oliveiraprotopanoan
chaninawa-curassow-1,,chaninawa,curassow,aʂin,aʂin,a ʂ i n,None,,5201,,,,4788,- a - ʂ i n ( - - - ),,oliveiraprotopanoan
katukina-curassow-1,,katukina,curassow,ansin,ansin,a n s i n,None,,5201,,,,4788,- a n s i n ( - - - ),,oliveiraprotopanoan
poyanawa-curassow-1,,poyanawa,curassow,ãsĩ,ãsĩ,a ∼ s i ∼,None,,5201,,,,4788,- a ∼ s i ∼ ( - - - ),,oliveiraprotopanoan
amawaka-curassow-1,,amawaka,curassow,hãsĩ_I,hãsĩ_I,h a ∼ s i ∼,None,,5201,,,,4788,h a ∼ s i ∼ ( - - - ),,oliveiraprotopanoan
amawaka-curassow-2,,amawaka,curassow,hánsin,hánsin,h !á/a n s i n,None,,5202,,,,4789,h !á/a n s i n,,oliveiraprotopanoan
kaxinawa-curassow-1,,kaxinawa,curassow,hasĩ,hasĩ,h a s i ∼,None,,5201,,,,4788,h a - s i ∼ ( - - - ),,oliveiraprotopanoan
marinawa-curassow-1,,marinawa,curassow,ásĩ,ásĩ,!á/a s i ∼,None,,5201,,,,4788,- !á/a - s i ∼ ( - - - ),,oliveiraprotopanoan
korubo-speciesofbird-1,,korubo,speciesofbird,ʔɔʃtĩn,ʔɔʃtĩn,ʔ ɔ ʃ t !ĩ/i n,None,,5203,,,,4790,ʔ ɔ - ʃ t !ĩ/i ( - - ) n ( - ),,oliveiraprotopanoan
protopanoan-opening-1,,protopanoan,opening,hãʂaβa,hãʂaβa,h a ∼ ʂ a β a,None,,5204,,,,4791,h a ∼ ʂ a β a ( - - - ),,oliveiraprotopanoan
kashibo-opening-1,,kashibo,opening,ãʂaβa,ãʂaβa,a ∼ ʂ a β a,None,,5204,,,,4791,- a ∼ ʂ a β a ( - - - ),,oliveiraprotopanoan
shipibokonibo-opening-1,,shipibokonibo,opening,hãʂβá,hãʂβá,h a ∼ ʂ β !á/a,None,,5204,,,,4791,h a ∼ ʂ - β !á/a ( - - - ),,oliveiraprotopanoan
kapanawa-opening-1,,kapanawa,opening,hanʂβá-,hanʂβá-,h a n ʂ β !á/a,None,,5204,,,,4791,h a n ʂ - β !á/a ( - - - ),,oliveiraprotopanoan
yaminawa-opening-1,,yaminawa,opening,aʂɸã,aʂɸã,a ʂ ɸ !ã/a,None,,5204,,,,4791,- a - ʂ - ɸ !ã/a ( - - - ),,oliveiraprotopanoan
chaninawa-tongue-3,,chaninawa,tongue,aʂɸa,aʂɸa,a ʂ ɸ a,None,,5204,,,,4791,- a - ʂ - ɸ a ( - - - ),,oliveiraprotopanoan
sharanawa-opening-1,,sharanawa,opening,aʂɸa,aʂɸa,a ʂ ɸ a,None,,5204,,,,4791,- a - ʂ - ɸ a ( - - - ),,oliveiraprotopanoan
sharanawa-tongue-2,,sharanawa,tongue,aʂɸapan,aʂɸapan,a ʂ ɸ a p a n,None,,5204,,,,4791,- a - ʂ - ɸ a ( p a n ),,oliveiraprotopanoan
kaxinawa-opening-1,,kaxinawa,opening,haʂpa,haʂpa,h a ʂ p a,None,,5204,,,,4791,h a - ʂ - p a ( - - - ),,oliveiraprotopanoan
marinawa-tongue-2,,marinawa,tongue,áʂɸa,áʂɸa,!á/a ʂ ɸ a,None,,5204,,,,4791,- !á/a - ʂ - ɸ a ( - - - ),,oliveiraprotopanoan
yawanawa-tongue-2,,yawanawa,tongue,aʂβa,aʂβa,a ʂ β a,None,,5204,,,,4791,- a - ʂ - β a ( - - - ),,oliveiraprotopanoan
protopanoan-thatmuch-1,,protopanoan,thatmuch,hatit,hatit,h a t i t,None,,5205,,,,4792,( - - - - ) h a t i t ( - - - - - ),,oliveiraprotopanoan
kashibo-thatmuch-1,,kashibo,thatmuch,atian,atian,a t i a n,None,,5205,,,,4792,( - - - - ) - a t i - ( - - a - n ),,oliveiraprotopanoan
shipibokonibo-thatmuch-1,,shipibokonibo,thatmuch,haˈti,haˈti,h a t i,None,,5205,,,,4792,( - - - - ) h a t i - ( - - - - - ),,oliveiraprotopanoan
shipibokonibo-thatmuch-2,,shipibokonibo,thatmuch,hatíβi,hatíβi,h a t !í/i β i,None,,5205,,,,4792,( - - - - ) h a t !í/i - ( β i - - - ),,oliveiraprotopanoan
kapanawa-thatmuch-1,,kapanawa,thatmuch,hatiʔβi,hatiʔβi,h a t i ʔ β i,None,,5205,,,,4792,( - - - - ) h a t i ʔ ( β i - - - ),,oliveiraprotopanoan
marubo-thatmuch-1,,marubo,thatmuch,aatí,aatí,a a t !í/i,None,,5205,,,,4792,( - - - a ) - a t !í/i - ( - - - - - ),,oliveiraprotopanoan
marubo-thatmuch-2,,marubo,thatmuch,ˈātĭ,ˈātĭ,!ā/a t !ĭ/i,None,,5205,,,,4792,( - - - - ) - !ā/a t !ĭ/i - ( - - - - - ),,oliveiraprotopanoan
chakobo-thatmuch-1,,chakobo,thatmuch,haˈti,haˈti,h a t i,None,,5205,,,,4792,( - - - - ) h a t i - ( - - - - - ),,oliveiraprotopanoan
chakobo-thatmuch-2,,chakobo,thatmuch,hatíta,hatíta,h a t !í/i t a,None,,5205,,,,4792,( - - - - ) h a t !í/i t ( - - a - - ),,oliveiraprotopanoan
yaminawa-thatmuch-1,,yaminawa,thatmuch,-tii,-tii,t i i,"(FAUST, LOOS; 2002, EAKEN; 2008",,5205,,,,4792,( - - - - ) - - t i - ( - i - - - ),,oliveiraprotopanoan
chaninawa-thatmuch-1,,chaninawa,thatmuch,natiɸi,natiɸi,n a t i ɸ i,None,,5205,,,,4792,( - - - - ) n a t i - ( ɸ i - - - ),,oliveiraprotopanoan
chaninawa-thatmuch-2,,chaninawa,thatmuch,datian,datian,d a t i a n,None,,5205,,,,4792,( - - - - ) d a t i - ( - - a - n ),,oliveiraprotopanoan
sharanawa-thatmuch-1,,sharanawa,thatmuch,atiʂon,atiʂon,a t i ʂ o n,None,,5205,,,,4792,( - - - - ) - a t i - ( - - ʂ o n ),,oliveiraprotopanoan
chaninawa-thatmuch-3,,chaninawa,thatmuch,-ti,-ti,t i,None,,5205,,,,4792,( - - - - ) - - t i - ( - - - - - ),,oliveiraprotopanoan
kaxinawa-thatmuch-1,,kaxinawa,thatmuch,hatibi,hatibi,h a t i b i,None,,5205,,,,4792,( - - - - ) h a t i - ( b i - - - ),,oliveiraprotopanoan
marinawa-thatmuch-1,,marinawa,thatmuch,nã́tiɸii,nã́tiɸii,n !ã́/a t i ɸ i i,None,,5205,,,,4792,( - - - - ) n !ã́/a t i - ( ɸ i i - - ),,oliveiraprotopanoan
yawanawa-thatmuch-1,,yawanawa,thatmuch,auɨ-ti,auɨ-ti,a w ɨ + t i,None,,5205,,,,4792,( a w ɨ + ) - - t i - ( - - - - - ),,oliveiraprotopanoan
korubo-thatmuch-1,,korubo,thatmuch,atet,atet,a t e t,None,,5205,,,,4792,( - - - - ) - a t e t ( - - - - - ),,oliveiraprotopanoan
matis-thatmuch-1,,matis,thatmuch,ted,ted,t e d,None,,5205,,,,4792,( - - - - ) - - t e d ( - - - - - ),,oliveiraprotopanoan
matses-thatmuch-1,,matses,thatmuch,ted,ted,t e d,None,,5205,,,,4792,( - - - - ) - - t e d ( - - - - - ),,oliveiraprotopanoan
matses-thatmuch-2,,matses,thatmuch,tedi,tedi,t e d i,None,,5205,,,,4792,( - - - - ) - - t e d ( - i - - - ),,oliveiraprotopanoan
protopanoan-thirdpersonplural-1,,protopanoan,thirdpersonplural,hato,hato,h a t o,None,,5206,,,,4793,h a t o ( - ),,oliveiraprotopanoan
kashibo-thirdpersonplural-1,,kashibo,thirdpersonplural,ato,ato,a t o,None,,5206,,,,4793,- a t o ( - ),,oliveiraprotopanoan
shipibokonibo-thirdpersonplural-1,,shipibokonibo,thirdpersonplural,hato,hato,h a t o,None,,5206,,,,4793,h a t o ( - ),,oliveiraprotopanoan
kapanawa-thirdpersonplural-1,,kapanawa,thirdpersonplural,hatón,hatón,h a t !ó/o n,None,,5206,,,,4793,h a t !ó/o ( n ),,oliveiraprotopanoan
marubo-thirdpersonplural-1,,marubo,thirdpersonplural,ˈato,ˈato,a t o,None,,5206,,,,4793,- a t o ( - ),,oliveiraprotopanoan
chakobo-thirdpersonplural-1,,chakobo,thirdpersonplural,hato,hato,h a t o,None,,5206,,,,4793,h a t o ( - ),,oliveiraprotopanoan
kasharari-thirdpersonplural-1,,kasharari,thirdpersonplural,hatu,hatu,h a t u,None,,5206,,,,4793,h a t u ( - ),,oliveiraprotopanoan
yaminawa-thirdpersonplural-1,,yaminawa,thirdpersonplural,ato,ato,a t o,None,,5206,,,,4793,- a t o ( - ),,oliveiraprotopanoan
sharanawa-thirdpersonplural-1,,sharanawa,thirdpersonplural,ato,ato,a t o,None,,5206,,,,4793,- a t o ( - ),,oliveiraprotopanoan
chaninawa-thirdpersonplural-1,,chaninawa,thirdpersonplural,atu,atu,a t u,None,,5206,,,,4793,- a t u ( - ),,oliveiraprotopanoan
poyanawa-thirdpersonplural-1,,poyanawa,thirdpersonplural,atuh,atuh,a t u h,None,,5206,,,,4793,- a t u ( h ),,oliveiraprotopanoan
amawaka-thirdpersonplural-1,,amawaka,thirdpersonplural,háto,háto,h !á/a t o,None,,5206,,,,4793,h !á/a t o ( - ),,oliveiraprotopanoan
amawaka-thirdpersonplural-2,,amawaka,thirdpersonplural,hato,hato,h a t o,II,,5206,,,,4793,h a t o ( - ),,oliveiraprotopanoan
kaxinawa-thirdpersonplural-1,,kaxinawa,thirdpersonplural,hatu,hatu,h a t u,None,,5206,,,,4793,h a t u ( - ),,oliveiraprotopanoan
marinawa-thirdpersonplural-1,,marinawa,thirdpersonplural,ato,ato,a t o,None,,5206,,,,4793,- a t o ( - ),,oliveiraprotopanoan
yawanawa-thirdpersonplural-1,,yawanawa,thirdpersonplural,atu,atu,a t u,None,,5206,,,,4793,- a t u ( - ),,oliveiraprotopanoan
korubo-thirdpersonplural-1,,korubo,thirdpersonplural,aton,aton,a t o n,None,,5206,,,,4793,- a t o ( n ),,oliveiraprotopanoan
matis-thirdpersonplural-1,,matis,thirdpersonplural,aton,aton,a t o n,None,,5206,,,,4793,- a t o ( n ),,oliveiraprotopanoan
matses-thirdpersonplural-1,,matses,thirdpersonplural,aton,aton,a t o n,None,,5206,,,,4793,- a t o ( n ),,oliveiraprotopanoan
protopanoan-what-1,,protopanoan,what,haw[ɨ,haw[ɨ,h a w ɨ,None,,5207,,,,4794,h a w ɨ ( - - - - - ),,oliveiraprotopanoan
marubo-what-1,,marubo,what,awɨ,awɨ,a w ɨ,None,,5207,,,,4794,- a w ɨ ( - - - - - ),,oliveiraprotopanoan
kasharari-what-3,,kasharari,what,ɦaˈwã,ɦaˈwã,ɦ a w !ã/ɨ,None,,5207,,,,4794,ɦ a w !ã/ɨ ( - - - - - ),,oliveiraprotopanoan
kasharari-what-4,,kasharari,what,hawɨ͡iˈʃɯ,hawɨ͡iˈʃɯ,h a w ɨ i ʃ ɯ,None,,5207,,,,4794,h a w ɨ ( i ʃ ɯ - - ),,oliveiraprotopanoan
yaminawa-what-2,,yaminawa,what,aɸɨ,aɸɨ,a ɸ ɨ,None,,5207,,,,4794,- a ɸ ɨ ( - - - - - ),,oliveiraprotopanoan
yaminawa-what-3,,yaminawa,what,aɸaa,aɸaa,a ɸ a a,None,,5207,,,,4794,- a ɸ a ( - - a - - ),,oliveiraprotopanoan
chaninawa-what-1,,chaninawa,what,awɨ,awɨ,a w ɨ,None,,5207,,,,4794,- a w ɨ ( - - - - - ),,oliveiraprotopanoan
amawaka-what-2,,amawaka,what,haɨ,haɨ,h a ɨ,None,,5207,,,,4794,h a - ɨ ( - - - - - ),,oliveiraprotopanoan
kaxinawa-what-1,,kaxinawa,what,hawa,hawa,h a w a,None,,5207,,,,4794,h a w a ( - - - - - ),,oliveiraprotopanoan
marinawa-what-1,,marinawa,what,awáɸĩ,awáɸĩ,a w !á/a ɸ !ĩ/i,None,,5207,,,,4794,- a w !á/a ( - ɸ !ĩ/i - - ),,oliveiraprotopanoan
yawanawa-what-1,,yawanawa,what,auɨ-a,auɨ-a,a w ɨ + a,None,,5207,,,,4794,- a w ɨ ( + - a - - ),,oliveiraprotopanoan
yawanawa-what-2,,yawanawa,what,auɨ-tian,auɨ-tian,a w ɨ + t i a n,None,,5207,,,,4794,- a w ɨ ( + t i a n ),,oliveiraprotopanoan
yawanawa-what-3,,yawanawa,what,auɨ-sa,auɨ-sa,a w ɨ + s a,None,,5207,,,,4794,- a w ɨ ( + s a - - ),,oliveiraprotopanoan
yawanawa-what-4,,yawanawa,what,auɨ-ti,auɨ-ti,a w ɨ + t i,None,,5207,,,,4794,- a w ɨ ( + t i - - ),,oliveiraprotopanoan
korubo-what-1,,korubo,what,awɨ-,awɨ-,a w ɨ,None,,5207,,,,4794,- a w ɨ ( - - - - - ),,oliveiraprotopanoan
matis-what-1,,matis,what,awɨ-,awɨ-,a w ɨ,None,,5207,,,,4794,- a w ɨ ( - - - - - ),,oliveiraprotopanoan
protopanoan-hisherofhimofher-1,,protopanoan,hisherofhimofher,hawɨn,hawɨn,h a w ɨ n,None,,5208,,,,4795,h a w ɨ n,,oliveiraprotopanoan
kashibo-hisherofhimofher-1,,kashibo,hisherofhimofher,aĩ,aĩ,a i ∼,None,,5209,,,,4796,- a - i ∼ ( - - - - - ),,oliveiraprotopanoan
shipibokonibo-hisherofhimofher-1,,shipibokonibo,hisherofhimofher,hawɨ̃,hawɨ̃,h a w ɨ ∼,None,,5208,,,,4795,h a w ɨ ∼,,oliveiraprotopanoan
kapanawa-hisherofhimofher-1,,kapanawa,hisherofhimofher,hawɨ́n,hawɨ́n,h a w !ɨ́/ɨ n,None,,5208,,,,4795,h a w !ɨ́/ɨ n,,oliveiraprotopanoan
marubo-hisherofhimofher-1,,marubo,hisherofhimofher,awɨ_ˈrɨkĩ,awɨ_ˈrɨkĩ,a w ɨ + r ɨ k !ĩ/i,None,,5208,,,,4795,- a w ɨ - + r ɨ k !ĩ/i ),,oliveiraprotopanoan
marubo-hisherofhimofher-2,,marubo,hisherofhimofher,awã_ʂofu,awã_ʂofu,a w a ∼ + ʂ o f u,None,,5208,,,,4795,- a w a ∼ + ʂ o f u ),,oliveiraprotopanoan
chakobo-hisherofhimofher-1,,chakobo,hisherofhimofher,hawɨ,hawɨ,h a w ɨ,None,,5208,,,,4795,h a w ɨ -,,oliveiraprotopanoan
kasharari-hisherofhimofher-1,,kasharari,hisherofhimofher,hawa,hawa,h a w a,None,,5208,,,,4795,h a w a -,,oliveiraprotopanoan
yaminawa-hisherofhimofher-1,,yaminawa,hisherofhimofher,aɸɨ̃,aɸɨ̃,a ɸ ɨ ∼,None,,5208,,,,4795,- a ɸ ɨ ∼,,oliveiraprotopanoan
sharanawa-hisherofhimofher-1,,sharanawa,hisherofhimofher,awɨn,awɨn,a w ɨ n,None,,5208,,,,4795,- a w ɨ n,,oliveiraprotopanoan
chaninawa-hisherofhimofher-1,,chaninawa,hisherofhimofher,awɨn,awɨn,a w ɨ n,None,,5208,,,,4795,- a w ɨ n,,oliveiraprotopanoan
katukina-hisherofhimofher-1,,katukina,hisherofhimofher,hawɨn,hawɨn,h a w ɨ n,None,,5208,,,,4795,h a w ɨ n,,oliveiraprotopanoan
kaxinawa-hisherofhimofher-1,,kaxinawa,hisherofhimofher,hawɨ̃,hawɨ̃,h a w ɨ ∼,None,,5208,,,,4795,h a w ɨ ∼,,oliveiraprotopanoan
yawanawa-hisherofhimofher-1,,yawanawa,hisherofhimofher,auan,auan,a w a n,None,,5208,,,,4795,- a w a n,,oliveiraprotopanoan
korubo-hisherofhimofher-1,,korubo,hisherofhimofher,awɨn,awɨn,a w ɨ n,None,,5208,,,,4795,- a w ɨ n,,oliveiraprotopanoan
matis-hisherofhimofher-1,,matis,hisherofhimofher,awɨn,awɨn,a w ɨ n,None,,5208,,,,4795,- a w ɨ n,,oliveiraprotopanoan
protopanoan-path-1,,protopanoan,path,βaʔi,βaʔi,β a ʔ i,None,,5210,,,,6693,β a ʔ i,,oliveiraprotopanoan
shipibokonibo-path-2,,shipibokonibo,path,βai,βai,β a i,None,,5210,,,,4797,β a - i ( - - ),,oliveiraprotopanoan
marubo-path-1,,marubo,path,βai,βai,β a i,None,,5210,,,,4797,β a - i ( - - ),,oliveiraprotopanoan
chakobo-path-1,,chakobo,path,βaʔi,βaʔi,β a ʔ i,None,,5210,,,,4797,β a ʔ i ( - - ),,oliveiraprotopanoan
yaminawa-path-2,,yaminawa,path,ɸai,ɸai,ɸ a i,None,,5210,,,,4797,ɸ a - i ( - - ),,oliveiraprotopanoan
chaninawa-path-1,,chaninawa,path,ɸai,ɸai,ɸ a i,None,,5210,,,,4797,ɸ a - i ( - - ),,oliveiraprotopanoan
sharanawa-path-3,,sharanawa,path,ɸai,ɸai,ɸ a i,None,,5210,,,,4797,ɸ a - i ( - - ),,oliveiraprotopanoan
sharanawa-path-4,,sharanawa,path,ɸaĩ,ɸaĩ,ɸ a !ĩ/i,None,,5210,,,,4797,ɸ a - !ĩ/i ( - - ),,oliveiraprotopanoan
chaninawa-path-2,,chaninawa,path,fay,fay,f a !j/i,None,,5210,,,,4797,f a - !j/i ( - - ),,oliveiraprotopanoan
katukina-path-2,,katukina,path,βai,βai,β a i,None,,5210,,,,4797,β a - i ( - - ),,oliveiraprotopanoan
amawaka-path-2,,amawaka,path,waʔi,waʔi,w a ʔ i,II,,5210,,,,4797,w a ʔ i ( - - ),,oliveiraprotopanoan
marinawa-path-1,,marinawa,path,ɸáí,ɸáí,ɸ !á/a !í/i,None,,5210,,,,4797,ɸ !á/a - !í/i ( - - ),,oliveiraprotopanoan
kaxinawa-path-1,,kaxinawa,path,bai,bai,b a i,None,,5210,,,,4797,b a - i ( - - ),,oliveiraprotopanoan
matis-path-1,,matis,path,bai,bai,b a i,None,,5210,,,,4797,b a - i ( - - ),,oliveiraprotopanoan
matses-path-3,,matses,path,baˈi,baˈi,b a i,None,,5210,,,,4797,b a - i ( - - ),,oliveiraprotopanoan
protopanoan-night-1,,protopanoan,night,βaʔki[ʃ]i,βaʔki[ʃ]i,β a ʔ k i ʃ i,None,,5211,,,,4798,β a ʔ k i ʃ i ( - ),,oliveiraprotopanoan
kashibo-night-1,,kashibo,night,βakiʃ-,βakiʃ-,β a k i ʃ,None,,5211,,,,4798,β a - k i ʃ - ( - ),,oliveiraprotopanoan
shipibokonibo-night-1,,shipibokonibo,night,βakíʃ,βakíʃ,β a k !í/i ʃ,None,,5211,,,,4798,β a - k !í/i ʃ - ( - ),,oliveiraprotopanoan
kapanawa-night-1,,kapanawa,night,βaʔkíʃ,βaʔkíʃ,β a ʔ k !í/i ʃ,None,,5211,,,,4798,β a ʔ k !í/i ʃ - ( - ),,oliveiraprotopanoan
marubo-shade-1,,marubo,shade,vakiʂi,vakiʂi,v a k i ʂ i,None,,5211,,,,4798,v a - k i ʂ i ( - ),,oliveiraprotopanoan
chakobo-night-1,,chakobo,night,βakíʃi,βakíʃi,β a k !í/i ʃ i,None,,5211,,,,4798,β a - k !í/i ʃ i ( - ),,oliveiraprotopanoan
sharanawa-night-1,,sharanawa,night,ɸakiʂi,ɸakiʂi,ɸ a k i ʂ i,None,,5211,,,,4798,ɸ a - k i ʂ i ( - ),,oliveiraprotopanoan
chaninawa-night-1,,chaninawa,night,fakiʂi,fakiʂi,f a k i ʂ i,None,,5211,,,,4798,f a - k i ʂ i ( - ),,oliveiraprotopanoan
katukina-night-2,,katukina,night,βakiʂ,βakiʂ,β a k i ʂ,None,,5211,,,,4798,β a - k i ʂ - ( - ),,oliveiraprotopanoan
kaxinawa-night-1,,kaxinawa,night,βakiʃ,βakiʃ,β a k i ʃ,None,,5211,,,,4798,β a - k i ʃ - ( - ),,oliveiraprotopanoan
marinawa-night-1,,marinawa,night,ɸákiʃi,ɸákiʃi,ɸ !á/a k i ʃ i,None,,5211,,,,4798,ɸ !á/a - k i ʃ i ( - ),,oliveiraprotopanoan
yawanawa-night-1,,yawanawa,night,βakiʃi,βakiʃi,β a k i ʃ i,None,,5211,,,,4798,β a - k i ʃ i ( - ),,oliveiraprotopanoan
protopanoan-cloth-1,,protopanoan,cloth,βatʃi,βatʃi,β a tʃ i,None,,5212,,,,4799,β a tʃ i,,oliveiraprotopanoan
kashibo-cloth-3,,kashibo,cloth,βatʃi,βatʃi,β a tʃ i,None,,5212,,,,4799,β a tʃ i,,oliveiraprotopanoan
shipibokonibo-cloth-2,,shipibokonibo,cloth,βatʃi,βatʃi,β a tʃ i,None,,5212,,,,4799,β a tʃ i,,oliveiraprotopanoan
kapanawa-cloth-2,,kapanawa,cloth,βatʃi,βatʃi,β a tʃ i,None,,5212,,,,4799,β a tʃ i,,oliveiraprotopanoan
marubo-cloth-1,,marubo,cloth,βatʃi,βatʃi,β a tʃ i,None,,5212,,,,4799,β a tʃ i,,oliveiraprotopanoan
amawaka-cloth-2,,amawaka,cloth,watʃí_I,watʃí_I,w a tʃ !í/i,None,,5212,,,,4799,w a tʃ !í/i,,oliveiraprotopanoan
kaxinawa-cloth-1,,kaxinawa,cloth,batʃi,batʃi,b a tʃ i,None,,5212,,,,4799,b a tʃ i,,oliveiraprotopanoan
protopanoan-swiddenfieldforagriculture-1,,protopanoan,swiddenfieldforagriculture,βai[C],βai[C],β a i !C/k,None,,5213,,,,4800,β a i !C/k,,oliveiraprotopanoan
